countyCode,lossOnly,hyperCount,disasterCount,totalMultiLossProp,countUncluster,Risk_Score,Risk_Category
13083,-0.0,0.0,267.0,1.0,5.0,0.3191456837497148,lower
51187,-0.0,0.0,40.0,99.0,37.0,0.4246104587875592,lower
47113,-0.0,0.0,3614.0,26.0,60.0,0.5888758894289956,medium
01111,-0.0,0.0,35.0,0.0,1.0,0.17587662490894346,lower
37009,-0.0,0.0,20.0,10.0,49.0,0.3306308756222304,lower
39089,-0.0,0.0,804.0,39.0,91.0,0.5496432168079649,medium
05139,-0.0,0.0,6.0,13.0,65.0,0.29969369982086924,lower
17071,240362.7138484022,0.0,248.0,62.0,95.0,1.4560314201129707,higher
01101,-0.0,0.0,5674.0,30.0,116.0,0.6328189883457098,medium
08005,-0.0,0.0,1688.0,6.0,65.0,0.5134935349391799,medium
21155,-0.0,0.0,61.0,0.0,8.0,0.24524195792857076,lower
53057,-0.0,0.0,404.0,180.0,84.0,0.5678128213823623,medium
28067,-0.0,13.0,11493.0,25.0,104.0,0.88901210808894,medium
55021,-0.0,0.0,1063.0,19.0,63.0,0.5275439493323619,medium
37019,-0.0,84.0,2580.0,904.0,338.0,1.1389533427985516,medium
51131,-0.0,19.0,49.0,12.0,31.0,0.6266507297113042,medium
18041,-0.0,0.0,7.0,4.0,11.0,0.2191735338763171,lower
31079,-0.0,0.0,114.0,3.0,37.0,0.36200672854951416,lower
31081,-0.0,0.0,5.0,1.0,4.0,0.14954200398739792,lower
01007,-0.0,0.0,218.0,2.0,8.0,0.33629461007507655,lower
28075,-0.0,0.0,6810.0,26.0,78.0,0.6241162436060002,medium
27011,17334.957476267067,0.0,0.0,2.0,8.0,0.8446228804609426,medium
27013,-0.0,0.0,89.0,4.0,45.0,0.36467957783612426,lower
51091,-0.0,0.0,0.0,0.0,5.0,0.054671417905625685,lowest
51177,-0.0,0.0,108.0,0.0,26.0,0.3031248251677457,lower
33017,-0.0,0.0,757.0,19.0,33.0,0.49360222648810326,lower
13153,-0.0,0.0,0.0,4.0,31.0,0.15931651716981507,lower
